net,length_um
_03845_,13.54
_04775_,13.54
_06407_,13.54
_06987_,13.54
_08237_,13.54
_08982_,13.54
_10457_,13.54
_11986_,13.54
_12649_,13.54
_13545_,13.54
_13571_,13.54
_14038_,13.54
_14052_,13.54
_14156_,13.54
mem_la_wdata[29],13.54
pcpi_insn[12],13.54
pcpi_insn[23],13.54
_02266_,13.52
_02281_,13.52
_03225_,13.52
_04487_,13.52
_10387_,13.52
_11651_,13.52
cpuregs\[11\]\[18\],13.52
_12745_,13.51
_11417_,13.505
_04390_,13.5
_07881_,13.5
_08225_,13.5
_09288_,13.5
_12218_,13.5
_14404_,13.5
pcpi_rs2[5],13.49
_09830_,13.48
_10247_,13.48
_11121_,13.48
_02147_,13.47
_01301_,13.46
_01875_,13.46
_03417_,13.46
_12368_,13.46
_13467_,13.46
_04235_,13.45
_04244_,13.45
_12627_,13.45
_01884_,13.44
_02221_,13.44
_03031_,13.44
_04665_,13.44
_04791_,13.44
_05153_,13.44
_06652_,13.44
_09306_,13.44
_02284_,13.42
_03431_,13.42
_04140_,13.42
_11059_,13.42
_11795_,13.42
_12142_,13.42
_12691_,13.42
_13030_,13.42
_13325_,13.42
_13483_,13.42
cpuregs\[18\]\[0\],13.42
_14633_,13.415
_03151_,13.41
_11419_,13.4
_13207_,13.4
_13710_,13.4
_15024_,13.4
cpuregs\[4\]\[5\],13.4
net115,13.39
_02778_,13.38
_03281_,13.38
_03648_,13.38
_08617_,13.38
_08760_,13.38
_10344_,13.38
_11657_,13.38
_12196_,13.38
_12389_,13.38
_01188_,13.365
_12476_,13.36
_14458_,13.36
_14698_,13.36
_01565_,13.34
_02916_,13.34
_03081_,13.34
_01599_,13.32
_02990_,13.32
_03289_,13.32
_04901_,13.32
_03194_,13.305
_01930_,13.3
_02169_,13.3
_02187_,13.3
_02277_,13.3
_03884_,13.3
_04797_,13.3
_07228_,13.3
_12166_,13.3
_13702_,13.3
_14113_,13.3
cpuregs\[12\]\[18\],13.3
net644,13.3
_03123_,13.28
_03819_,13.28
_04081_,13.28
_10229_,13.28
_10440_,13.28
_13696_,13.28
net799,13.28
_11667_,13.275
_02560_,13.27
_13255_,13.26
_13784_,13.26
_14193_,13.26
_14583_,13.26
cpuregs\[17\]\[12\],13.26
cpuregs\[17\]\[13\],13.26
_06666_,13.24
_04291_,13.22
_04719_,13.22
_09260_,13.22
_09463_,13.22
_10429_,13.22
_11253_,13.22
_13621_,13.22
_14321_,13.22
alu_shr\[28\],13.22
cpuregs\[17\]\[8\],13.22
_02703_,13.2
_07250_,13.2
_10029_,13.2
_11948_,13.2
_13031_,13.2
_13610_,13.2
alu_add_sub\[10\],13.2
cpuregs\[11\]\[14\],13.2
_10003_,13.18
_12168_,13.18
_12706_,13.18
_05189_,13.16
_05853_,13.16
_08829_,13.16
_10059_,13.16
_12719_,13.16
_14520_,13.16
net99,13.16
_03170_,13.15
_14608_,13.14
net343,13.14
_04417_,13.13
_04439_,13.12
_07145_,13.12
_07581_,13.12
_07782_,13.12
_10285_,13.12
_02489_,13.11
net1375,13.11
_01522_,13.1
_03925_,13.1
_04549_,13.1
_08067_,13.1
_13528_,13.1
_13953_,13.1
alu_add_sub\[31\],13.1
alu_shl\[21\],13.1
cpuregs\[14\]\[12\],13.1
_03658_,13.09
_10436_,13.09
_00888_,13.08
_02394_,13.08
_04144_,13.08
_07045_,13.08
_09679_,13.08
_12232_,13.08
_12948_,13.08
_13452_,13.08
net744,13.08
cpuregs\[6\]\[24\],13.075
_02964_,13.06
_08003_,13.06
_08885_,13.06
_11521_,13.06
_12178_,13.06
_13266_,13.06
_13597_,13.06
_13836_,13.06
cpuregs\[11\]\[7\],13.06
cpuregs\[13\]\[7\],13.06
_03445_,13.05
_02789_,13.04
_02805_,13.04
_08285_,13.04
_11671_,13.04
_12598_,13.04
_14018_,13.04
cpuregs\[7\]\[15\],13.04
pcpi_insn[8],13.04
_02332_,13.02
_03139_,13.02
_03208_,13.02
_03526_,13.02
_04150_,13.02
_14577_,13.02
cpuregs\[4\]\[28\],13.02
pcpi_rs1[1],13.01
_03823_,13
_09553_,13
_11222_,13
_12622_,13
_07654_,12.99
_02799_,12.98
_03577_,12.98
_03600_,12.98
_04172_,12.98
_08252_,12.98
_11237_,12.98
_13557_,12.98
_15053_,12.975
_02513_,12.96
_04193_,12.96
_04618_,12.96
_10167_,12.96
_11140_,12.96
_11573_,12.96
_12014_,12.96
_12237_,12.96
_12692_,12.96
_12782_,12.96
cpuregs\[18\]\[19\],12.96
net476,12.96
_03058_,12.94
_10828_,12.94
_12604_,12.94
_13373_,12.94
_13409_,12.94
_14229_,12.94
cpuregs\[10\]\[5\],12.94
_00794_,12.925
_07625_,12.92
_08121_,12.92
_08777_,12.92
_13293_,12.92
_13399_,12.92
_13723_,12.92
_14095_,12.92
_14954_,12.92
net1112,12.92
_01026_,12.905
_01581_,12.9
_04407_,12.9
_04836_,12.9
cpuregs\[11\]\[2\],12.9
_05048_,12.885
_01856_,12.88
_03700_,12.88
_09699_,12.88
_12017_,12.88
_13225_,12.88
_14735_,12.88
alu_shr\[9\],12.88
_13268_,12.875
_01557_,12.86
_02081_,12.86
_02454_,12.86
_07608_,12.86
_07615_,12.86
_01625_,12.84
_06894_,12.84
_10060_,12.84
_11782_,12.84
_12155_,12.84
_12290_,12.84
_13264_,12.84
_14622_,12.84
cpuregs\[11\]\[19\],12.84
cpuregs\[13\]\[19\],12.84
irq[1],12.84
irq[26],12.84
mem_rdata[27],12.84
mem_rdata[29],12.84
net354,12.84
cpuregs\[7\]\[2\],12.82
pcpi_insn[10],12.81
_03522_,12.8
_04602_,12.8
_08042_,12.8
_08629_,12.8
_11512_,12.8
_12613_,12.8
_12667_,12.8
_13831_,12.8
cpuregs\[0\]\[23\],12.8
cpuregs\[10\]\[2\],12.8
_14406_,12.79
net353,12.77
_04918_,12.76
_09511_,12.76
_14181_,12.76
_14728_,12.76
_14903_,12.76
_00414_,12.745
_05557_,12.74
_07927_,12.74
_08250_,12.74
_09380_,12.74
_11824_,12.74
_13114_,12.74
_12319_,12.735
_02319_,12.73
_07036_,12.72
_07074_,12.72
_07472_,12.72
_12741_,12.72
_12939_,12.72
_13219_,12.72
cpuregs\[11\]\[28\],12.72
cpuregs\[13\]\[30\],12.72
cpuregs\[14\]\[23\],12.72
cpuregs\[7\]\[21\],12.72
instr_maskirq,12.72
_04212_,12.71
_04237_,12.7
_09150_,12.7
_12093_,12.7
_13250_,12.7
_13538_,12.7
pcpi_insn[22],12.7
_01920_,12.68
_03549_,12.68
_07692_,12.68
_13788_,12.68
_13986_,12.68
_14795_,12.68
_02837_,12.66
_07779_,12.66
_11949_,12.66
_14044_,12.66
_14197_,12.66
decoded_imm\[16\],12.66
_02676_,12.655
_02165_,12.65
_02404_,12.64
_04766_,12.64
_10561_,12.64
_12712_,12.64
_13265_,12.64
_14533_,12.64
alu_add_sub\[23\],12.64
net519,12.64
_12648_,12.63
_04142_,12.62
_04305_,12.62
_04378_,12.62
_05534_,12.62
_05822_,12.62
_08653_,12.62
_09430_,12.62
_09519_,12.62
_12052_,12.62
_12100_,12.62
_13100_,12.62
_14337_,12.62
alu_out\[27\],12.62
eoi[4],12.62
mem_addr[5],12.62
mem_la_addr[23],12.62
mem_la_addr[28],12.62
mem_la_addr[5],12.62
mem_la_wdata[11],12.62
mem_wdata[20],12.62
pcpi_insn[0],12.62
pcpi_insn[19],12.62
pcpi_insn[29],12.62
pcpi_insn[31],12.62
pcpi_rs1[12],12.62
pcpi_rs2[21],12.62
pcpi_rs2[30],12.62
_03514_,12.6
_04400_,12.6
_05957_,12.6
_12664_,12.6
_13926_,12.6
pcpi_rs1[13],12.6
_02695_,12.59
_00605_,12.58
_02063_,12.58
_02170_,12.58
_02201_,12.58
_02363_,12.58
_03396_,12.58
_09349_,12.58
_10739_,12.58
_11156_,12.58
_12127_,12.58
_13779_,12.58
_14628_,12.58
cpuregs\[7\]\[12\],12.58
net515,12.58
net1250,12.58
_07358_,12.565
_02352_,12.56
_13283_,12.56
_14260_,12.56
cpuregs\[10\]\[19\],12.56
cpuregs\[19\]\[7\],12.56
_01368_,12.545
_01758_,12.54
_03775_,12.54
_04333_,12.54
_07089_,12.54
_08706_,12.54
_11654_,12.54
_13079_,12.54
_14952_,12.54
cpuregs\[2\]\[8\],12.54
decoded_imm_uj\[3\],12.54
_00055_,12.52
_02553_,12.52
_03829_,12.52
_05205_,12.52
_06459_,12.52
cpuregs\[2\]\[16\],12.52
net479,12.52
_03434_,12.515
_07115_,12.505
_02392_,12.5
_03906_,12.5
_04038_,12.5
_04345_,12.5
_04706_,12.5
_04928_,12.5
_09392_,12.5
_10528_,12.5
_11476_,12.5
_11649_,12.5
_12128_,12.5
_13714_,12.5
_14893_,12.5
cpuregs\[14\]\[27\],12.5
cpuregs\[16\]\[18\],12.5
irq[17],12.5
_08294_,12.48
_10478_,12.48
_13884_,12.48
_14191_,12.48
reg_out\[13\],12.48
net979,12.48
_01989_,12.46
_02952_,12.46
_13692_,12.46
_00114_,12.445
_01739_,12.44
_08335_,12.44
_10142_,12.44
_12007_,12.44
_12511_,12.44
_13695_,12.44
cpuregs\[19\]\[8\],12.44
latched_rd\[3\],12.44
_01649_,12.435
_13909_,12.43
_01733_,12.42
_03687_,12.42
_03689_,12.42
_03910_,12.42
_03985_,12.42
_04035_,12.42
_07051_,12.42
_07373_,12.42
_14264_,12.42
cpuregs\[16\]\[4\],12.42
cpuregs\[3\]\[11\],12.42
cpuregs\[7\]\[0\],12.42
_02490_,12.4
_04350_,12.4
_07170_,12.4
_07526_,12.4
_07675_,12.4
_11536_,12.4
_12422_,12.4
mem_la_addr[2],12.39
_01590_,12.38
_02061_,12.38
_04348_,12.38
_09954_,12.38
_10557_,12.38
_12167_,12.38
_12385_,12.38
_13720_,12.38
_14758_,12.38
cpuregs\[11\]\[10\],12.38
cpuregs\[3\]\[24\],12.38
irq[7],12.38
_12092_,12.37
_03833_,12.36
_13902_,12.36
_14035_,12.36
_14509_,12.36
_14578_,12.36
cpuregs\[14\]\[3\],12.36
_01782_,12.34
_04718_,12.34
_08894_,12.34
_09496_,12.34
net1182,12.34
_01122_,12.32
_04807_,12.32
_14615_,12.32
cpuregs\[19\]\[30\],12.32
_04854_,12.3
_10641_,12.3
_11053_,12.3
_13531_,12.3
_14242_,12.3
_12428_,12.29
_03748_,12.28
_09489_,12.28
_09528_,12.28
_13757_,12.28
cpuregs\[10\]\[1\],12.28
mem_la_wdata[1],12.28
_09674_,12.27
_02542_,12.26
_02584_,12.26
_03796_,12.26
_04716_,12.26
_07544_,12.26
_08953_,12.26
_10558_,12.26
_13733_,12.26
_14172_,12.26
cpuregs\[2\]\[30\],12.26
_02010_,12.24
_09831_,12.24
_12637_,12.24
_14779_,12.24
cpuregs\[12\]\[10\],12.24
cpuregs\[18\]\[25\],12.24
cpuregs\[19\]\[22\],12.24
cpuregs\[2\]\[19\],12.24
net907,12.24
_02831_,12.22
_12247_,12.22
_13388_,12.22
_04379_,12.2
_04813_,12.2
_04873_,12.2
_09227_,12.2
_12363_,12.2
_14737_,12.2
net575,12.2
_01575_,12.18
_03214_,12.18
_04713_,12.18
_04767_,12.18
_07471_,12.18
_09270_,12.18
_11810_,12.18
_12183_,12.18
_12367_,12.18
_03448_,12.16
_03839_,12.16
_07986_,12.16
_09976_,12.16
_10988_,12.16
_14531_,12.16
cpuregs\[19\]\[31\],12.16
net1270,12.16
_04434_,12.15
mem_wdata[26],12.15
_04587_,12.14
_04809_,12.14
_07077_,12.14
_07147_,12.14
_07271_,12.14
_08909_,12.14
_09141_,12.14
_11749_,12.14
_12629_,12.14
_13721_,12.14
cpuregs\[13\]\[25\],12.14
cpuregs\[7\]\[17\],12.14
cpuregs\[7\]\[28\],12.14
pcpi_rs2[12],12.14
net1356,12.14
_11026_,12.135
_10968_,12.12
_12058_,12.12
cpuregs\[3\]\[27\],12.12
cpuregs\[6\]\[1\],12.12
net588,12.12
_01135_,12.105
_03473_,12.1
_04232_,12.1
_05801_,12.1
_12494_,12.1
_13361_,12.1
cpuregs\[4\]\[29\],12.1
_00868_,12.085
_03238_,12.085
_01566_,12.08
_02080_,12.08
_03679_,12.08
_04613_,12.08
_07078_,12.08
_09180_,12.08
decoded_rs1\[2\],12.08
_12133_,12.07
_02972_,12.06
_03868_,12.06
_08344_,12.06
_14994_,12.06
reg_out\[31\],12.06
_02256_,12.04
_02267_,12.04
_02433_,12.04
_02879_,12.04
_03606_,12.04
_04078_,12.04
_04900_,12.04
_06865_,12.04
_07101_,12.04
_07150_,12.04
_11718_,12.04
_11719_,12.04
_13569_,12.04
_14692_,12.04
cpuregs\[18\]\[18\],12.04
cpuregs\[7\]\[27\],12.04
mem_la_addr[12],12.04
pcpi_rs1[2],12.04
net1357,12.04
net1367,12.04
_07731_,12.02
_11811_,12.02
_13873_,12.02
cpuregs\[2\]\[24\],12.02
cpuregs\[2\]\[9\],12.02
cpuregs\[5\]\[7\],12.02
net873,12.02
_12291_,12.015
_03297_,12
_09417_,12
_09985_,12
_13302_,12
_13582_,12
_14440_,12
cpuregs\[14\]\[6\],12
cpuregs\[17\]\[20\],12
_04790_,11.99
_08771_,11.99
_03188_,11.98
_12515_,11.98
_14884_,11.98
cpuregs\[11\]\[27\],11.98
_03384_,11.96
_12271_,11.96
_12383_,11.96
_13679_,11.96
_14695_,11.96
cpuregs\[5\]\[20\],11.96
_03392_,11.95
_05677_,11.94
mem_addr[3],11.94
_02292_,11.92
_02614_,11.92
_03075_,11.92
_04410_,11.92
_13042_,11.92
_13773_,11.92
_14072_,11.92
_14331_,11.92
cpuregs\[13\]\[6\],11.92
cpuregs\[17\]\[30\],11.92
cpuregs\[9\]\[8\],11.92
net118,11.92
net649,11.92
_13322_,11.9
_13400_,11.9
_03745_,11.88
_03848_,11.88
_04381_,11.88
_08650_,11.88
_08866_,11.88
_13273_,11.87
_14659_,11.87
_06992_,11.86
_07618_,11.86
_11543_,11.86
_11666_,11.86
_14996_,11.86
_11706_,11.85
_03047_,11.84
_03856_,11.84
_05116_,11.84
_07437_,11.84
_08995_,11.84
_09237_,11.84
_11584_,11.84
_14481_,11.84
alu_out\[25\],11.84
_02254_,11.82
_03609_,11.82
_07669_,11.82
_14750_,11.82
alu_out\[10\],11.82
cpuregs\[9\]\[0\],11.82
net854,11.82
_03645_,11.8
_03678_,11.8
_04373_,11.8
_04651_,11.8
_11523_,11.8
_12541_,11.8
_13315_,11.8
_13530_,11.8
_02347_,11.78
_02602_,11.78
_04054_,11.78
_05799_,11.78
_06377_,11.78
_09203_,11.78
_12967_,11.78
_13520_,11.78
net746,11.78
_03854_,11.76
_03981_,11.76
_10336_,11.76
_11886_,11.76
_12032_,11.76
_12493_,11.76
_14970_,11.76
cpuregs\[12\]\[11\],11.76
_03176_,11.755
_03888_,11.74
_05076_,11.74
_09921_,11.74
_12801_,11.74
_12163_,11.73
_03697_,11.72
_04800_,11.72
_10459_,11.72
_11075_,11.72
_13097_,11.72
_14621_,11.72
cpuregs\[11\]\[31\],11.72
_00847_,11.705
_05483_,11.7
_05777_,11.7
_06968_,11.7
_08232_,11.7
_12156_,11.7
_12402_,11.7
_12679_,11.7
_13348_,11.7
_13375_,11.7
_13468_,11.7
_14146_,11.7
_14243_,11.7
_14594_,11.7
cpuregs\[6\]\[4\],11.7
mem_addr[29],11.7
net557,11.7
net614,11.7
net850,11.7
_03513_,11.69
_14449_,11.69
_01501_,11.68
_03405_,11.68
_04009_,11.68
_09018_,11.68
_11969_,11.68
_12393_,11.68
_12443_,11.68
_14832_,11.68
_14905_,11.68
_14338_,11.67
_02640_,11.66
_05366_,11.66
_07792_,11.66
_07913_,11.66
_09420_,11.66
_13787_,11.66
_14036_,11.66
_14548_,11.66
cpuregs\[3\]\[19\],11.66
cpuregs\[8\]\[8\],11.66
net544,11.66
net870,11.66
net1325,11.66
_03339_,11.655
_05312_,11.64
_07843_,11.64
_11379_,11.64
_14022_,11.64
_00862_,11.625
_01503_,11.62
_01636_,11.62
_02810_,11.62
_03437_,11.62
_03605_,11.62
_10180_,11.62
_12789_,11.62
_14142_,11.62
_03155_,11.61
_03280_,11.61
eoi[14],11.61
_03688_,11.6
_04314_,11.6
_04681_,11.6
_06417_,11.6
_06441_,11.6
_11774_,11.6
cpuregs\[9\]\[6\],11.6
_02403_,11.58
_03380_,11.58
_05318_,11.58
_06943_,11.58
_07109_,11.58
_09262_,11.58
_11464_,11.58
_12035_,11.58
_13851_,11.58
net483,11.58
net1305,11.58
_06897_,11.575
_02633_,11.56
_02636_,11.56
_07536_,11.56
_13002_,11.56
_13062_,11.56
_13414_,11.56
_13724_,11.56
_14190_,11.56
_14453_,11.56
net804,11.56
_01318_,11.545
_03300_,11.54
_03982_,11.54
_04924_,11.54
_07034_,11.54
_11216_,11.54
_11965_,11.54
_13050_,11.54
_13379_,11.54
_13395_,11.54
cpuregs\[17\]\[0\],11.54
_04084_,11.52
_07334_,11.52
reg_out\[24\],11.52
net680,11.52
_11603_,11.51
pcpi_rs2[11],11.51
_02611_,11.5
_02759_,11.5
_03072_,11.5
_03288_,11.5
_03946_,11.5
_11066_,11.5
_12057_,11.5
_13402_,11.5
mem_rdata_q\[25\],11.5
reg_out\[18\],11.5
_04327_,11.49
_02082_,11.48
_02095_,11.48
_03949_,11.48
_06949_,11.48
_07961_,11.48
_11503_,11.48
_12524_,11.48
reg_out\[19\],11.48
_04127_,11.47
_02127_,11.46
_02558_,11.46
_02785_,11.46
_03056_,11.46
_03556_,11.46
_08055_,11.46
_10416_,11.46
_10991_,11.46
_13748_,11.46
_13959_,11.46
cpuregs\[11\]\[30\],11.46
irq[31],11.46
mem_valid,11.45
_13317_,11.445
_02385_,11.44
_12819_,11.44
net827,11.44
_02983_,11.43
_03041_,11.43
_03926_,11.42
_04459_,11.42
_04530_,11.42
_07415_,11.42
_07670_,11.42
_10283_,11.42
_11182_,11.42
_12522_,11.42
_14086_,11.42
_04227_,11.41
_13947_,11.41
_02694_,11.4
_11103_,11.4
_13898_,11.4
cpuregs\[4\]\[20\],11.4
mem_addr[10],11.39
_01299_,11.38
_02752_,11.38
_04864_,11.38
_04978_,11.38
_07096_,11.38
_07915_,11.38
_08949_,11.38
_11541_,11.38
_14929_,11.38
cpuregs\[16\]\[15\],11.38
_02529_,11.37
_04560_,11.36
_05503_,11.36
_07894_,11.36
_08800_,11.36
_09310_,11.36
_12668_,11.36
_14827_,11.36
_14946_,11.36
net927,11.36
net1040,11.36
_01897_,11.34
_02775_,11.34
_02945_,11.34
_02946_,11.34
_04707_,11.34
_13105_,11.34
_13585_,11.34
_14625_,11.34
cpuregs\[1\]\[19\],11.34
net912,11.34
_04893_,11.33
_02505_,11.32
_02701_,11.32
_12470_,11.32
_14098_,11.32
cpuregs\[16\]\[31\],11.32
net1169,11.32
_04730_,11.3
_09211_,11.3
_00095_,11.28
_01811_,11.28
_02360_,11.28
_03541_,11.28
_07871_,11.28
_09581_,11.28
_09605_,11.28
_09792_,11.28
_11109_,11.28
cpuregs\[10\]\[22\],11.28
cpuregs\[10\]\[9\],11.28
_02186_,11.27
net1369,11.27
_08877_,11.265
_02034_,11.26
_04463_,11.26
_04826_,11.26
_05056_,11.26
_07851_,11.26
_10591_,11.26
_11063_,11.26
_14255_,11.26
_14723_,11.26
cpuregs\[11\]\[6\],11.26
mem_addr[23],11.26
mem_la_addr[18],11.26
mem_wdata[18],11.26
_12184_,11.25
_00581_,11.245
_03290_,11.24
_06348_,11.24
_07090_,11.24
_07216_,11.24
_07784_,11.24
_08218_,11.24
_11002_,11.24
_13611_,11.24
_14890_,11.24
cpuregs\[7\]\[9\],11.24
mem_la_wdata[12],11.24
pcpi_rs1[22],11.24
pcpi_rs1[23],11.24
pcpi_rs1[8],11.24
net571,11.24
net727,11.24
net880,11.24
net1098,11.24
net1359,11.24
_04323_,11.23
_15069_,11.225
net487,11.225
net491,11.225
_01519_,11.22
_02282_,11.22
_08977_,11.22
_11218_,11.22
_11721_,11.22
_13037_,11.22
_13281_,11.21
_00876_,11.205
_01194_,11.205
_02084_,11.2
_02269_,11.2
_02830_,11.2
_03164_,11.2
_07023_,11.2
_11516_,11.2
_13024_,11.2
_14100_,11.2
cpuregs\[2\]\[6\],11.2
cpuregs\[5\]\[6\],11.2
net1010,11.2
_03101_,11.18
_04334_,11.18
_13627_,11.17
_00981_,11.16
_04557_,11.16
_08919_,11.16
_09718_,11.16
_11110_,11.16
alu_shr\[3\],11.16
_12378_,11.15
_14889_,11.15
_01248_,11.14
_02417_,11.14
_04869_,11.14
_11735_,11.14
cpuregs\[0\]\[27\],11.14
mem_rdata[14],11.14
net1006,11.14
net1299,11.14
_13303_,11.135
_10052_,11.125
_15066_,11.125
_01760_,11.12
_03257_,11.12
_03465_,11.12
_04288_,11.12
_06176_,11.12
_12583_,11.12
_13337_,11.12
cpuregs\[8\]\[24\],11.12
irq[27],11.12
net625,11.12
_01035_,11.115
_02667_,11.1
_02859_,11.1
_03820_,11.1
_07555_,11.1
_12727_,11.1
_13381_,11.1
_13575_,11.1
_14267_,11.1
genblk1.pcpi_mul.rd\[29\],11.1
net697,11.1
net1208,11.1
_02240_,11.09
_06656_,11.08
_10248_,11.08
_11609_,11.08
_12994_,11.08
_04114_,11.075
_02506_,11.06
_04001_,11.06
_11229_,11.06
cpuregs\[10\]\[15\],11.06
_02950_,11.04
_03633_,11.04
_03890_,11.04
_11367_,11.04
_12333_,11.04
_04233_,11.02
_04606_,11.02
_07498_,11.02
_14885_,11.02
irq[11],11.02
mem_rdata[2],11.02
mem_rdata[31],11.02
net1029,11.02
_04821_,11.01
_05044_,11.005
_04401_,11
_09186_,11
_12941_,11
cpuregs\[3\]\[6\],11
irq[18],11
net417,11
net419,11
net426,11
net430,11
net431,11
net433,11
net409,11
net411,11
net651,11
_03631_,10.995
_01180_,10.985
_03930_,10.98
_12917_,10.98
_12979_,10.98
_13187_,10.98
_02554_,10.96
_07554_,10.96
_12004_,10.96
_12853_,10.96
_14303_,10.96
_14473_,10.96
_14631_,10.96
_14680_,10.96
_14812_,10.96
cpuregs\[10\]\[27\],10.96
net113,10.96
_04818_,10.94
_07665_,10.94
_03022_,10.93
_02391_,10.92
_03632_,10.92
_08365_,10.92
_08917_,10.92
_12069_,10.92
_13058_,10.92
_13821_,10.92
_14199_,10.92
net206,10.92
net639,10.92
_03509_,10.9
_04231_,10.9
_04970_,10.9
_05440_,10.9
_06884_,10.9
_07106_,10.9
_09785_,10.9
alu_add_sub\[1\],10.9
cpuregs\[11\]\[21\],10.9
net702,10.9
net1266,10.9
_14388_,10.895
_05365_,10.88
_11134_,10.88
_12765_,10.88
_13156_,10.88
_13318_,10.88
_13744_,10.88
_14024_,10.88
_14327_,10.88
cpuregs\[9\]\[14\],10.88
net1207,10.88
_03963_,10.87
_01086_,10.865
_04488_,10.86
_04877_,10.86
_05061_,10.86
_05750_,10.86
_11797_,10.86
_12473_,10.86
_12722_,10.86
_13248_,10.86
cpuregs\[16\]\[20\],10.86
cpuregs\[17\]\[26\],10.86
cpuregs\[6\]\[23\],10.86
_12179_,10.855
_01880_,10.84
_06617_,10.84
_07681_,10.84
_12352_,10.84
_00054_,10.825
_02769_,10.82
_03222_,10.82
_03704_,10.82
_05532_,10.82
_08491_,10.82
_12477_,10.82
_13072_,10.82
_14718_,10.82
_14900_,10.82
cpuregs\[10\]\[12\],10.82
_06212_,10.815
_02440_,10.8
_02658_,10.8
_04469_,10.8
_07453_,10.8
_08784_,10.8
_13765_,10.8
_14008_,10.8
_14381_,10.8
cpuregs\[1\]\[3\],10.8
_00066_,10.785
_02601_,10.785
_02188_,10.78
_02800_,10.78
_05514_,10.78
_09867_,10.78
_10708_,10.78
_13016_,10.78
_14295_,10.78
_14527_,10.78
net770,10.78
net890,10.78
net930,10.78
net943,10.78
_02858_,10.76
_03323_,10.76
_12845_,10.76
_13412_,10.76
pcpi_insn[20],10.76
net1285,10.76
_13534_,10.755
_15084_,10.745
_03572_,10.74
_06782_,10.74
_07660_,10.74
_09662_,10.74
_10112_,10.74
_12284_,10.74
_12659_,10.74
_13383_,10.74
_13824_,10.74
_14803_,10.74
cpuregs\[14\]\[21\],10.74
net619,10.74
net959,10.74
_09194_,10.725
_03003_,10.72
_08981_,10.72
_11184_,10.72
_13304_,10.72
_13604_,10.72
_14660_,10.72
_14975_,10.72
cpuregs\[11\]\[20\],10.72
cpuregs\[16\]\[14\],10.72
cpuregs\[1\]\[24\],10.72
_02369_,10.7
_02616_,10.7
_02674_,10.7
_04015_,10.7
_04342_,10.7
_04482_,10.7
_04577_,10.7
_10141_,10.7
_11507_,10.7
_11891_,10.7
_13242_,10.7
_00281_,10.685
_03402_,10.68
_07062_,10.68
_07788_,10.68
_09629_,10.68
_10152_,10.68
_10420_,10.68
_10551_,10.68
_13827_,10.68
net1333,10.68
_03818_,10.675
_02795_,10.66
_03726_,10.66
_04757_,10.66
_04919_,10.66
_06539_,10.66
_07356_,10.66
_08290_,10.66
_11821_,10.66
_13035_,10.66
_14005_,10.66
cpuregs\[13\]\[15\],10.66
net436,10.66
_12224_,10.655
_07609_,10.64
_07676_,10.64
_11422_,10.64
_12099_,10.64
cpuregs\[4\]\[22\],10.64
_03394_,10.625
_02083_,10.62
_03171_,10.62
_04069_,10.62
_04843_,10.62
_13590_,10.62
_14831_,10.62
_01120_,10.6
_12219_,10.6
cpuregs\[17\]\[5\],10.6
net859,10.6
_00008_,10.58
_01722_,10.58
_02337_,10.58
_02730_,10.58
_04412_,10.58
_05173_,10.58
_12145_,10.58
_12683_,10.58
_13629_,10.58
cpuregs\[19\]\[20\],10.58
net1254,10.58
_04139_,10.56
_05050_,10.56
_06552_,10.56
_06689_,10.56
_06991_,10.56
_12324_,10.56
net412,10.56
net498,10.56
net700,10.56
_01791_,10.54
_03652_,10.54
_04065_,10.54
_04872_,10.54
_06821_,10.54
_07391_,10.54
_07602_,10.54
_08017_,10.54
_10973_,10.54
_11318_,10.54
_12078_,10.54
_12138_,10.54
_13448_,10.54
irq[4],10.54
mem_rdata[18],10.54
net1345,10.54
_03557_,10.53
_14209_,10.53
_15112_,10.525
_01787_,10.52
_02672_,10.52
_04953_,10.52
_07440_,10.52
_07502_,10.52
_11592_,10.52
_12394_,10.52
_00094_,10.515
_00848_,10.505
_01124_,10.505
_02128_,10.5
_02821_,10.5
_03350_,10.5
_03409_,10.5
_06532_,10.5
_12105_,10.5
_13974_,10.5
_14329_,10.5
_14576_,10.5
cpuregs\[12\]\[31\],10.5
_00240_,10.485
_04546_,10.48
_07124_,10.48
cpuregs\[4\]\[23\],10.48
_01009_,10.465
_03193_,10.46
_03904_,10.46
_04019_,10.46
_05954_,10.46
_12233_,10.46
_14999_,10.46
alu_shl\[22\],10.46
cpuregs\[12\]\[30\],10.46
cpuregs\[4\]\[15\],10.46
net991,10.46
_02271_,10.44
_03987_,10.44
_04664_,10.44
_07629_,10.44
_07910_,10.44
_08238_,10.44
_08723_,10.44
_09423_,10.44
_09862_,10.44
_10494_,10.44
_12662_,10.44
_12808_,10.44
alu_add_sub\[11\],10.44
alu_out\[30\],10.44
alu_out\[4\],10.44
cpuregs\[4\]\[1\],10.44
net458,10.44
net586,10.44
_02618_,10.43
_10590_,10.43
_09001_,10.42
_10188_,10.42
_11941_,10.42
_12097_,10.42
_12521_,10.42
_13435_,10.42
cpuregs\[1\]\[7\],10.42
cpuregs\[9\]\[21\],10.42
net339,10.42
net1162,10.42
_11833_,10.415
_00953_,10.405
net495,10.405
_01656_,10.4
_04025_,10.4
_10321_,10.4
_13389_,10.4
cpuregs\[19\]\[28\],10.4
cpuregs\[6\]\[13\],10.4
cpuregs\[6\]\[28\],10.4
